Code,Title,Is Replaced By,Removed In
TE_70_40_50_15,Clinometer,Pr_80_51_85_41 Inclinometers,2019-07
TE_70_50_20_60,Pairs of footprints,TE_70_50_20_67 Pipe wrenches,2019-07
TE_70_50_20_62,Pipe benders,TE_70_20_85_62 Pipe benders,2019-07
TE_70_50_20_63,Pipe cutters,TE_70_20_85_63 Pipe cutters,2019-07
TE_70_50_20_66,Pipe threading equipment,TE_70_20_85_66 Pipe threading equipment,2019-07
TE_70_50_40_06,Diamond drilling and chasing equipment,TE_70_50_40_21 Diamond drilling and chasing equipment,2018-08
TE_70_50_40_07,Drill bits,TE_70_50_40_22 Drill bits,2018-08
TE_70_50_40_09,Drill rods,TE_70_50_40_23 Drill rods,2018-08
TE_70_50_40_10,Drill stands,TE_70_50_40_24 Drill stands,2018-08
TE_70_50_80_08,Bolt cutters,TE_70_50_75_08 Bolt cutters,2023-01
TE_70_60_80,Strimmers,TE_70_20_25_85 Strimmers,2018-08
